id,label
0,0
1,6
2,3
3,0
4,6
5,0
6,4
7,6
8,2
9,6
10,3
11,6
12,3
13,3
14,3
15,0
16,3
17,2
18,3
19,0
20,0
21,4
22,0
23,0
24,5
25,3
26,6
27,6
28,5
29,3
30,5
31,6
32,3
33,2
34,3
35,2
36,3
37,0
38,0
39,0
40,6
41,3
42,3
43,4
44,2
45,0
46,4
47,3
48,2
49,0
50,6
51,6
52,2
53,6
54,6
55,5
56,3
57,4
58,5
59,6
60,3
61,6
62,2
63,5
64,2
65,2
66,3
67,0
68,3
69,6
70,6
71,6
72,0
73,3
74,3
75,4
76,6
77,3
78,6
79,3
80,3
81,2
82,3
83,3
84,4
85,5
86,3
87,2
88,3
89,6
90,3
91,0
92,6
93,4
94,6
95,0
96,3
97,0
98,2
99,6
100,3
101,3
102,3
103,4
104,3
105,2
106,3
107,3
108,4
109,3
110,2
111,3
112,0
113,2
114,3
115,4
116,2
117,3
118,5
119,0
120,3
121,2
122,3
123,3
124,2
125,2
126,3
127,4
128,2
129,3
130,4
131,3
132,4
133,4
134,3
135,2
136,6
137,0
138,6
139,3
140,3
141,5
142,2
143,6
144,4
145,6
146,4
147,4
148,2
149,3
150,3
151,2
152,3
153,0
154,5
155,0
156,6
157,2
158,3
159,4
160,0
161,6
162,3
163,4
164,4
165,6
166,0
167,4
168,2
169,2
170,3
171,5
172,3
173,3
174,0
175,5
176,4
177,3
178,6
179,0
180,0
181,3
182,2
183,4
184,6
185,4
186,3
187,0
188,4
189,5
190,0
191,6
192,2
193,5
194,3
195,4
196,4
197,3
198,2
199,0
200,5
201,6
202,4
203,3
204,4
205,0
206,6
207,4
208,2
209,3
210,2
211,4
212,2
213,4
214,5
215,3
216,5
217,0
218,2
219,5
220,4
221,6
222,3
223,4
224,0
225,0
226,6
227,0
228,6
229,2
230,6
231,4
232,3
233,4
234,0
235,3
236,3
237,0
238,0
239,5
240,5
241,0
242,3
243,3
244,4
245,4
246,2
247,3
248,6
249,3
250,2
251,5
252,0
253,6
254,6
255,5
256,0
257,3
258,0
259,5
260,3
261,6
262,6
263,6
264,6
265,5
266,6
267,3
268,5
269,3
270,3
271,0
272,3
273,3
274,6
275,2
276,3
277,5
278,3
279,3
280,2
281,4
282,4
283,6
284,0
285,3
286,3
287,3
288,5
289,0
290,3
291,5
292,3
293,2
294,3
295,3
296,5
297,5
298,3
299,5
300,4
301,4
302,3
303,3
304,6
305,3
306,5
307,3
308,6
309,6
310,3
311,3
312,6
313,3
314,0
315,6
316,6
317,0
318,6
319,4
320,4
321,5
322,2
323,6
324,4
325,4
326,6
327,0
328,4
329,3
330,4
331,0
332,5
333,4
334,5
335,0
336,0
337,0
338,5
339,3
340,4
341,4
342,3
343,3
344,2
345,6
346,3
347,0
348,6
349,2
350,6
351,6
352,2
353,0
354,2
355,6
356,6
357,2
358,3
359,3
360,5
361,5
362,6
363,4
364,2
365,0
366,4
367,1
368,3
369,3
370,3
371,5
372,0
373,6
374,5
375,3
376,4
377,3
378,6
379,4
380,3
381,0
382,2
383,3
384,3
385,3
386,2
387,0
388,2
389,0
390,5
391,3
392,4
393,3
394,3
395,3
396,3
397,4
398,3
399,3
400,4
401,6
402,4
403,4
404,2
405,4
406,6
407,4
408,3
409,6
410,4
411,4
412,6
413,3
414,4
415,5
416,0
417,3
418,3
419,4
420,3
421,4
422,6
423,5
424,6
425,4
426,3
427,3
428,2
429,6
430,4
431,0
432,3
433,2
434,3
435,3
436,4
437,3
438,3
439,3
440,3
441,6
442,4
443,0
444,6
445,6
446,4
447,0
448,3
449,4
450,0
451,6
452,5
453,2
454,3
455,3
456,0
457,3
458,4
459,3
460,6
461,6
462,0
463,4
464,0
465,2
466,0
467,0
