id,label
0,3
1,2
2,3
3,0
4,2
5,2
6,0
7,2
8,4
9,6
10,6
11,3
12,3
13,6
14,0
15,3
16,3
17,2
18,0
19,0
20,0
21,3
22,4
23,4
24,2
25,5
26,3
27,6
28,0
29,5
30,3
31,5
32,6
33,3
34,2
35,0
36,0
37,3
38,0
39,4
40,5
41,5
42,4
43,4
44,4
45,4
46,2
47,4
48,3
49,3
50,4
51,4
52,4
53,4
54,1
55,2
56,5
57,3
58,0
59,5
60,4
61,4
62,4
63,3
64,5
65,5
66,2
67,2
68,0
69,2
70,4
71,0
72,6
73,4
74,3
75,3
76,0
77,4
78,3
79,3
80,0
81,3
82,2
83,3
84,3
85,6
86,2
87,3
88,3
89,5
90,6
91,2
92,3
93,0
94,2
95,2
96,0
97,3
98,5
99,2
100,2
101,3
102,3
103,3
104,4
105,3
106,5
107,3
108,3
109,4
110,3
111,2
112,2
113,4
114,0
115,3
116,4
117,4
118,3
119,5
120,4
121,3
122,2
123,6
124,3
125,2
126,2
127,3
128,2
129,0
130,3
131,3
132,3
133,4
134,0
135,3
136,2
137,2
138,6
139,2
140,2
141,3
142,3
143,5
144,6
145,2
146,3
147,4
148,2
149,4
150,0
151,3
152,0
153,4
154,2
155,4
156,0
157,3
158,4
159,2
160,4
161,0
162,0
163,2
164,6
165,2
166,5
167,0
168,0
169,4
170,4
171,6
172,4
173,3
174,6
175,4
176,6
177,6
178,3
179,2
180,4
181,3
182,4
183,4
184,4
185,0
186,4
187,2
188,3
189,5
190,5
191,6
192,4
193,2
194,2
195,6
196,3
197,4
198,4
199,0
200,4
201,5
202,3
203,4
204,3
205,4
206,4
207,6
208,3
209,3
210,0
211,4
212,4
213,2
214,3
215,6
216,3
217,5
218,4
219,5
220,5
221,4
222,0
223,0
224,4
225,0
226,2
227,5
228,3
229,4
230,2
231,6
232,2
233,3
234,2
235,0
236,3
237,3
238,0
239,3
240,5
241,5
242,2
243,3
244,3
245,0
246,0
247,4
248,3
249,6
250,4
251,0
252,5
253,3
254,4
255,6
256,5
257,0
258,3
259,4
260,5
261,4
262,3
263,6
264,5
265,0
266,2
267,4
268,3
269,5
270,0
271,5
272,3
273,0
274,4
275,6
276,4
277,0
278,5
279,2
280,2
281,5
282,1
283,6
284,5
285,0
286,0
287,4
288,6
289,5
290,2
291,3
292,5
293,2
294,3
295,5
296,0
297,2
298,4
299,2
300,5
301,4
302,2
303,0
304,0
305,3
306,2
307,3
308,0
309,5
310,3
311,5
312,3
313,6
314,0
315,0
316,0
317,2
318,2
319,2
320,4
321,2
322,0
323,2
324,5
325,3
326,4
327,6
328,0
329,4
330,3
331,6
332,0
333,2
334,4
335,3
336,0
337,6
338,0
339,3
340,3
341,0
342,3
343,3
344,0
345,3
346,2
347,3
348,4
349,4
350,0
351,6
352,0
353,4
354,3
355,5
356,6
357,2
358,2
359,3
360,3
361,5
362,5
363,0
364,4
365,5
366,3
367,4
368,1
369,3
370,3
371,3
372,2
373,3
374,4
375,5
376,4
377,0
378,3
379,6
380,4
381,3
382,2
383,0
384,5
385,3
386,3
387,5
388,0
389,0
390,2
391,5
392,5
393,3
394,6
395,6
396,3
397,0
398,4
399,4
400,3
401,4
402,6
403,4
404,4
405,5
406,4
407,3
408,4
409,3
410,2
411,0
412,4
413,6
414,6
415,4
416,5
417,0
418,3
419,3
420,4
421,2
422,0
423,5
424,5
425,2
426,3
427,6
428,4
429,6
430,3
431,4
432,2
433,3
434,2
435,6
436,2
437,1
438,2
439,3
440,6
441,6
442,4
443,0
444,3
445,0
446,4
447,0
448,2
449,0
450,3
451,4
452,5
453,5
454,2
455,3
456,4
457,0
458,3
459,2
460,3
461,2
462,2
463,3
464,3
465,6
466,2
467,0
468,3
469,5
470,4
471,0
472,2
473,2
474,6
475,5
476,0
477,5
478,4
479,6
480,4
481,3
482,4
483,2
484,4
485,4
486,2
487,0
488,6
489,2
490,4
491,4
492,5
493,4
494,2
495,2
496,4
497,0
498,0
499,0
500,4
501,0
502,3
